Address,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
"400 East Ave, Lower Parking Lot, Warwick, RI 02886",41.712236,-71.482452,1,rooftop,400,East Ave,,,Warwick,RI,Kent County,2886,US,Statewide
"100 Twin River Road, Lincoln, RI 02865",41.887962,-71.448454,1,rooftop,100,Twin River Rd,,,Lincoln,RI,Providence County,2865,US,Statewide
"1150 Reservoir Ave., Suite 100, Cranston, RI 02920",41.768943,-71.454798,1,rooftop,1150,Reservoir Ave,Ste,100,Cranston,RI,Providence County,2920,US,City of Cranston
"2 Meehan Ln., Cumberland, RI 02864",41.980129,-71.444628,1,rooftop,2,Meehan Ln,,,Cumberland,RI,Providence County,2864,US,Statewide
"350 Kingstown Rd., Suite 101, Narragansett, RI 02882",41.433885,-71.480448,1,rooftop,350,Kingstown Rd,Ste,101,Narragansett,RI,Washington County,2882,US,Statewide
"2 Wake Robin Rd., Lincoln, RI 02865",41.934604,-71.475145,1,rooftop,2,Wake Robin Rd,,,Lincoln,RI,Providence County,2865,US,Statewide
"594 Great Rd., Suite 102A, North Smithfield, RI 02896",41.998144,-71.549779,1,rooftop,594,Great Rd,Ste,102A,North Smithfield,RI,Providence County,2896,US,Statewide
"2140 Mendon Rd., Cumberland, RI 02864",41.952416,-71.442248,1,rooftop,2140,Mendon Rd,,,Cumberland,RI,Providence County,2864,US,Statewide
"67 Valley Rd., Middletown, RI 02842",41.51772,-71.293148,1,rooftop,67,Valley Rd,,,Middletown,RI,Newport County,2842,US,Statewide
"1195 N Main St., Providence, RI 02904",41.852801,-71.401019,0.9,rooftop,1195,N Main St,,,Providence,RI,Providence County,2906,US,Statewide
"1131 Warwick Ave., Warwick, RI 02888",41.745401,-71.406668,1,rooftop,1131,Warwick Ave,,,Warwick,RI,Kent County,2888,US,Statewide
"400 Putnam Pike, Smithfield, RI 02917",41.869616,-71.528707,1,rooftop,400,Putnam Pike,,,Smithfield,RI,Providence County,2917,US,Statewide
"600 Mount Pleasant Ave, Rec Center Parking Lot B, Providence, RI 02908",41.844651,-71.457472,1,rooftop,600,Mount Pleasant Ave,,,Providence,RI,Providence County,2908,US,Statewide
"80 Dudley Street, Providence, RI 02905",41.810266,-71.409851,1,range_interpolation,80,Dudley St,,,Providence,RI,Providence County,2905,US,TIGER/Line® dataset from the US Census Bureau
"3461 S County Trl., East Greenwich, RI 02818",41.603027,-71.496539,1,rooftop,3461,S County Trl,,,East Greenwich,RI,Kent County,2818,US,Statewide
"268 Post Rd. , Westerly, RI 02891",41.352632,-71.76359,1,rooftop,268,Post Rd,,,Westerly,RI,Washington County,2891,US,Statewide
"210 Flagg Rd Parking, Plains Road Parking Lot, Kingston, RI 02881",41.490595,-71.534686,1,rooftop,210,Flagg Rd,,,Kingston,RI,Washington County,2881,US,Statewide
"186 Providence St., West Warnick, RI 02893",41.714741,-71.51503,1,rooftop,186,Providence St,,,West Warwick,RI,Kent County,2893,US,Statewide
"450 Clinton St., Woonsocket, RI 02895",42.0072,-71.506447,1,rooftop,450,Clinton St,,,Woonsocket,RI,Providence County,2895,US,Statewide
"420 Thomson Circle, Abbeville, SC 29620",34.154062,-82.370341,1,range_interpolation,420,Thomson Cir,,,Abbeville,SC,Abbeville County,29620,US,TIGER/Line® dataset from the US Census Bureau
"455 Lakeshore Parkway, Rock Hill, SC 29730",34.932152,-80.99694,1,rooftop,455,Lakeshore Pkwy,,,Rock Hill,SC,York County,29730,US,City of Rock Hill
"3710 Clemson Blvd, Anderson, SC 29621",34.553709,-82.680474,1,rooftop,3710,Clemson Blvd,,,Anderson,SC,Anderson County,29621,US,Anderson
"2000 East Greenville Street, Anderson, SC 29621",34.543738,-82.629796,1,rooftop,2000,E Greenville St,,,Anderson,SC,Anderson County,29621,US,Anderson
"1524 Barnwell Highway, Denmark, SC 29042",33.314904,-81.16754,0.6,street_center,,Barnwell Hwy,,,Denmark,SC,Bamberg County,29042,US,TIGER/Line® dataset from the US Census Bureau
"990 Ribaut Road, Beaufort, SC 29902",32.415429,-80.689686,1,rooftop,990,Ribaut Rd,,,Beaufort,SC,Beaufort County,29902,US,Beaufort
"1304 W Bobo Newsom Hwy, Hartsville, SC 29550",34.34957,-80.104974,1,rooftop,1304,W Bobo Newsom Hwy,,,Hartsville,SC,Darlington County,29550,US,Darlington
"4700 Forest Drive, Suite 101, Columbia, SC 29206",34.012337,-80.965122,1,range_interpolation,4700,Forest Dr,Ste,101,Columbia,SC,Richland County,29206,US,TIGER/Line® dataset from the US Census Bureau
"1013 Professional Ct, Manning, SC 29102",33.618408,-80.21155,0.33,place,,,,,Manning,SC,Clarendon County,29102,US,TIGER/Line® dataset from the US Census Bureau
"327 Broad Street, Sumter, SC 29150",33.934651,-80.355083,1,rooftop,327,Broad St,,,Sumter,SC,Sumter County,29150,US,Sumter
"1 Exposition Dr, Greenville, SC 29607",34.852637,-82.354141,1,rooftop,1,Exposition Dr,,,Greenville,SC,Greenville County,29607,US,Greenville
"402 E Main St, Moncks Corner, SC 29461",33.192938,-80.004189,1,rooftop,402,E Main St,,,Moncks Corner,SC,Berkeley County,29461,US,Berkeley
"711 Chesterfield Hwy, Cheraw, SC 29520",34.695412,-79.918475,1,rooftop,711,Chesterfield Hwy,,,Cheraw,SC,Chesterfield County,29520,US,Chesterfield
"10 East Hospital Street, Manning, SC 29102",33.687711,-80.20957,1,range_interpolation,10,E Hospital St,,,Manning,SC,Clarendon County,29102,US,TIGER/Line® dataset from the US Census Bureau
"3655 Mitchell St, Loris, SC 29565",34.057383,-78.89841,0.9,rooftop,3655,Mitchell St,,,Loris,SC,Horry County,29569,US,Horry
"301 E Jackson St, Dillon, SC 29536",34.420616,-79.365088,1,range_interpolation,301,E Jackson St,,,Dillon,SC,Dillon County,29536,US,TIGER/Line® dataset from the US Census Bureau
"555 E Cheves St, Florence, SC 29506",34.1968,-79.759246,1,rooftop,555,E Cheves St,Fl,ENCE,Florence,SC,Florence County,29506,US,Florence
"4000 Highway 9 East, Little River, SC 29566",33.86567,-78.663522,1,rooftop,4000,E Hwy 9,,,Little River,SC,Horry County,29566,US,Horry
"805 Pamplico Highway, Florence, SC 29505",34.160092,-79.752058,1,rooftop,805,Pamplico Hwy,Fl,ENCE,Florence,SC,Florence County,29505,US,Florence
"800 West Meeting Street, Lancaster, SC 29720",34.716488,-80.790075,1,range_interpolation,800,W Meeting St,,,Lancaster,SC,Lancaster County,29720,US,TIGER/Line® dataset from the US Census Bureau
"2060 Sam Rittenberg Blvd, Charleston, SC 29407",32.797785,-80.030667,1,rooftop,2060,Sam Rittenberg Blvd,,,Charleston,SC,Charleston County,29407,US,City of Charleston
"222 South Herlong Avenue, Rock Hill, SC 29732",34.956508,-81.05174,1,rooftop,222,Herlong Ave S,,,Rock Hill,SC,York County,29732,US,City of Rock Hill
"701 Grove Rd., Greenville, SC 29605",34.818286,-82.412781,1,rooftop,701,Grove Rd,,,Greenville,SC,Greenville County,29605,US,Greenville
"5 Richland Medical Park Dr., Columbia, SC 29203",34.027371,-81.030216,1,range_interpolation,5,Richland Medical Park Dr,,,Columbia,SC,Richland County,29203,US,TIGER/Line® dataset from the US Census Bureau
"129 N. Washington St., Sumter, SC 29150",33.923705,-80.343372,1,rooftop,129,N Washington St,,,Sumter,SC,Sumter County,29150,US,Sumter
"2611 Liberty Hill Road, Camden, SC 29020",34.287204,-80.617115,1,range_interpolation,2611,Liberty Hill Rd,,,Camden,SC,Kershaw County,29020,US,TIGER/Line® dataset from the US Census Bureau
"1325 Spring Street, Greenwood, SC 29646",34.175238,-82.156707,1,rooftop,1325,Spring St,,,Greenwood,SC,Greenwood County,29646,US,Greenwood
"1530 N Limestone Street, Gaffney, SC 29340",35.091679,-81.634437,1,range_interpolation,1530,N Limestone St,,,Gaffney,SC,Cherokee County,29340,US,TIGER/Line® dataset from the US Census Bureau
"322 W South Street, Union, SC 29379",34.711989,-81.629464,1,rooftop,322,W South St,,,Union,SC,Union County,29379,US,Union
"305 North Campus Blvd, Spartanburg, SC 29303",34.964987,-81.918506,0.2,range_interpolation,305,Camp St,,,Spartanburg,SC,Spartanburg County,29303,US,TIGER/Line® dataset from the US Census Bureau
"306 Prairie Avenue SW, De Smet, SD 57231",44.385844,-97.561296,1,rooftop,306,Prairie Ave SW,,,De Smet,SD,Kingsbury County,57231,US,Statewide
"909 N. Iowa Avenue, Dell Rapids, SD 57022",43.828691,-96.715871,0.8,rooftop,909,Iowa Ave,,,Dell Rapids,SD,Minnehaha County,57022,US,Minnehaha
"214 N. Prairie Street, Flandreau, SD 57028",44.051275,-96.59169,1,rooftop,214,N Prairie St,Fl,ANDREAU,Flandreau,SD,Moody County,57028,US,Statewide
"606 E Garfield, Gettysburg, SD 57442",45.013351,-99.948066,1,range_interpolation,606,E Hwy 212,,,Gettysburg,SD,Potter County,57442,US,TIGER/Line® dataset from the US Census Bureau
"400 Park Avenue, Gregory, SD 57533",43.234596,-99.43522,1,range_interpolation,400,Park Ave,,,Gregory,SD,Gregory County,57533,US,TIGER/Line® dataset from the US Census Bureau
"2100 S Marion Rd, Sioux Falls, SD 57106",43.526474,-96.78992,1,rooftop,2100,S Marion Rd,,,Sioux Falls,SD,Minnehaha County,57106,US,City of Sioux Falls
"525 N Foster St, Mitchell, SD 57301",43.713948,-98.007485,1,range_interpolation,525,N Foster St,,,Mitchell,SD,Davison County,57301,US,TIGER/Line® dataset from the US Census Bureau
"501 Summit, Yankton, SD 57078",42.87175,-97.407263,1,rooftop,501,Summit St,,,Yankton,SD,Yankton County,57078,US,Statewide
"305 South State Street, Aberdeen, SD 57401",45.46166,-98.479202,1,rooftop,305,S State St,,,Aberdeen,SD,Brown County,57401,US,Statewide
"801 E Sioux, Pierre, SD 57501",44.360434,-100.341686,1,rooftop,801,E Sioux Ave,Pier,RE,Pierre,SD,Hughes County,57501,US,Statewide
"2601 foxrun parkway, Yankton, SD 57078",42.899145,-97.400972,1,rooftop,2601,Fox Run Pkwy,,,Yankton,SD,Yankton County,57078,US,Statewide
"604 1st St NE, Wessington Springs, SD 57382",44.080462,-98.563257,1,rooftop,604,1st St NE,,,Wessington Springs,SD,Jerauld County,57382,US,Statewide
"102 Major Allen Street, Martin, SD 57551",43.169259,-101.72995,1,rooftop,102,Major Allen St,,,Martin,SD,Bennett County,57551,US,Statewide
"111 W 10th Ave, Redfield, SD 57469",44.871575,-98.521208,1,rooftop,111,W 10th Ave,,,Redfield,SD,Spink County,57469,US,Statewide
"2822 Jackson Blvd, Suite 101, Rapid City, SD 57702",44.068895,-103.266609,1,rooftop,2822,Jackson Blvd,Ste,101,Rapid City,SD,Pennington County,57702,US,Statewide
"323 10th St SW, Madison, SD 57042",43.992917,-97.116566,1,range_interpolation,323,10th St SW,,,Madison,SD,Lake County,57042,US,TIGER/Line® dataset from the US Census Bureau
"1220 Montgomery St, Custer, SD 57730",43.772917,-103.59123,0.71,nearest_rooftop_match,1215,Montgomery St,,,Custer,SD,Custer County,57730,US,Statewide
"71 Charles Street, Deadwood, SD 57732",44.369378,-103.729186,1,rooftop,71,Charles St,,,Deadwood,SD,Lawrence County,57732,US,Lawrence
"2116 Jackson Boulevard, Rapid City, SD 57702",44.073447,-103.254671,1,rooftop,2116,Jackson Blvd,,,Rapid City,SD,Pennington County,57702,US,Statewide
"1420 N 10th St, Spearfish, SD 57783",44.498817,-103.854752,1,rooftop,1420,N 10th St,,,Spearfish,SD,Lawrence County,57783,US,Lawrence
"2140 Junction Avenue, Sturgis, SD 57785",44.403004,-103.508995,1,range_interpolation,2140,Junction Ave,,,Sturgis,SD,Meade County,57785,US,TIGER/Line® dataset from the US Census Bureau
"2501 W. 22nd Street, Sioux Falls, SD 57105",43.531239,-96.757621,1,rooftop,2501,W 22nd St,,,Sioux Falls,SD,Minnehaha County,57105,US,City of Sioux Falls
"300 S Byron Blvd, Chamberlain, SD 57325",43.786318,-99.32532,1,rooftop,300,S Byron Blvd,,,Chamberlain,SD,Brule County,57325,US,Brule
"922 22nd Ave S, Brookings, SD 57006",44.295393,-96.770086,1,rooftop,922,22nd Ave S,,,Brookings,SD,Brookings County,57006,US,Statewide
"905 N Oaks Ave, Hartford, SD 57033",43.632052,-96.947853,1,rooftop,905,N Oaks Ave,,,Hartford,SD,Minnehaha County,57033,US,Minnehaha
"512 Main Ave, Lake Norden, SD 57248",44.58077,-97.209865,1,rooftop,512,Main Ave,,,Lake Norden,SD,Hamlin County,57248,US,Statewide
"2100 Highland Way, Mitchell, SD 57301",43.688918,-98.007332,1,rooftop,2100,Highland Way,,,Mitchell,SD,Davison County,57301,US,Statewide
"521 E Sioux Avenue, Pierre, SD 57501",44.363085,-100.347901,1,rooftop,521,E Sioux Ave,Pier,RE,Pierre,SD,Hughes County,57501,US,Statewide
"901 4th St NW, Watertown, SD 57201",44.911299,-97.120401,1,rooftop,901,4th St NW,,,Watertown,SD,Codington County,57201,US,Statewide
"4000 N Hercules Ave, Sioux Falls, SD 57107",43.590161,-96.757718,1,rooftop,4000,N Hercules Ave,,,Sioux Falls,SD,Minnehaha County,57107,US,City of Sioux Falls
"\n7600 S. Minnesota Ave., Sioux Falls, SD 57108",43.479526,-96.704984,1,place,,,,,Sioux Falls,SD,Minnehaha County,57108,US,TIGER/Line® dataset from the US Census Bureau
"113 Comanche Road, Fort Meade, SD 57741",44.412131,-103.467664,1,range_interpolation,113,Comanche Rd,,,Fort Meade,SD,Meade County,57741,US,TIGER/Line® dataset from the US Census Bureau
"745 E 8th St , Winner, SD 57580",43.371045,-99.846802,1,range_interpolation,745,E 8th St,,,Winner,SD,Tripp County,57580,US,TIGER/Line® dataset from the US Census Bureau
"364 S Front St, Memphis, TN 38103",35.137016,-90.058721,1,rooftop,364,S Front St,,,Memphis,TN,Shelby County,38103,US,City of Memphis
"710 North Main Street, Suite A, Clinton, TN 37716",36.112354,-84.13227,1,rooftop,710,N Main St,Ste,A,Clinton,TN,Anderson County,37716,US,Statewide
"1325 Jefferson Avenue, Memphis, TN 38104",35.141455,-90.016794,1,rooftop,1325,Jefferson Ave,,,Memphis,TN,Shelby County,38104,US,City of Memphis
"140 Dover Street, Shelbyville, TN 37160",35.491693,-86.470269,1,range_interpolation,140,Dover St,,,Shelbyville,TN,Bedford County,37160,US,TIGER/Line® dataset from the US Census Bureau
"225 Hospital Drive, Camden, TN 38320",36.05488,-88.110225,1,rooftop,225,Hospital Dr,,,Camden,TN,Benton County,38320,US,Statewide
"1185 Alvin York Highway, Pikeville, TN 37367",35.59429,-85.200068,0.59,nearest_rooftop_match,1121,Alvin Yorky Hwy,,,Pikeville,TN,Bledsoe County,37367,US,Statewide
"301 Mcghee Street, Maryville, TN 37801",35.755151,-83.975416,1,rooftop,301,McGhee St,,,Maryville,TN,Blount County,37801,US,Blount
"201 Dooley Street S E, Cleveland, TN 37311",35.156945,-84.86737,0.8,range_interpolation,201,Dooley St NE,,,Cleveland,TN,Bradley County,37311,US,TIGER/Line® dataset from the US Census Bureau
"1 Medical Park Blvd, Bristol, TN 37620",36.589317,-82.253885,1,range_interpolation,1,Medical Park Blvd,,,Bristol,TN,Sullivan County,37620,US,TIGER/Line® dataset from the US Census Bureau
"162 Sharp-Perkins Road, Jacksboro, TN 37757",36.307449,-84.15575,0.33,place,,,,,Jacksboro,TN,Campbell County,37757,US,TIGER/Line® dataset from the US Census Bureau
"106 Alexander Drive, Woodbury, TN 37190",35.831326,-86.071257,1,range_interpolation,106,Alexander Dr,,,Woodbury,TN,Cannon County,37190,US,TIGER/Line® dataset from the US Census Bureau
"633 High Street, Huntingdon, TN 38344",36.017499,-88.411046,1,range_interpolation,633,High St,,,Huntingdon,TN,Carroll County,38344,US,TIGER/Line® dataset from the US Census Bureau
"403 East G Street, Elizabethton, TN 37643",36.350413,-82.218252,1,rooftop,403,E C St,,,Elizabethton,TN,Carter County,37643,US,Statewide
"162 John Mayfield Drive, Suite 200, Ashland City, TN 37015",36.297807,-87.083657,0.33,place,,,Ste,200,Ashland City,TN,Cheatham County,37015,US,TIGER/Line® dataset from the US Census Bureau
"301 Quinco Drive, Henderson, TN 38340",35.446592,-88.616929,1,range_interpolation,301,Quinco Dr,,,Henderson,TN,Chester County,38340,US,TIGER/Line® dataset from the US Census Bureau
"3362 S 3rd St, Memphis, TN 38109",35.057018,-90.058106,1,rooftop,3362,S 3rd St,,,Memphis,TN,Shelby County,38109,US,City of Memphis
"620 Davis Drive, New Tazewell, TN 37825",36.440489,-83.580511,1,rooftop,620,Davis Dr,,,New Tazewell,TN,Claiborne County,37825,US,Statewide
"115 Guffey Street, Celina, TN 38551",36.547777,-85.512924,0.33,place,,,,,Celina,TN,Clay County,38551,US,TIGER/Line® dataset from the US Census Bureau
"430 College Street, Newport, TN 37821",35.964527,-83.183331,1,rooftop,430,College St,,,Newport,TN,Cocke County,37821,US,Statewide
"800 Park Street, Manchester, TN 37355",35.469624,-86.081823,1,range_interpolation,800,Parks St,,,Manchester,TN,Coffee County,37355,US,TIGER/Line® dataset from the US Census Bureau
"209 North Bells Street, Alamo, TN 38001",35.788029,-89.117393,1,range_interpolation,209,N Bells St,,,Alamo,TN,Crockett County,38001,US,TIGER/Line® dataset from the US Census Bureau
"1503 South Main Street, Crossville, TN 38555",35.931055,-85.009974,1,rooftop,1503,S Main St,,,Crossville,TN,Cumberland County,38555,US,Statewide
"155 North Pleasant Street, Decaturville, TN 38329",35.586451,-88.119917,1,rooftop,155,N Pleasant St,,,Decaturville,TN,Decatur County,38329,US,Statewide
"254 Tiger Drive, Smithville, TN 37166",35.958503,-85.835635,0.33,place,,,,,Smithville,TN,DeKalb County,37166,US,TIGER/Line® dataset from the US Census Bureau
"301 West End Avenue, Dickson, TN 37055",36.08341,-87.397123,1,range_interpolation,301,W End Ave,,,Dickson,TN,Dickson County,37055,US,TIGER/Line® dataset from the US Census Bureau
"1755 Parr Avenue, Dyersburg, TN 38024",36.049681,-89.38665,1,rooftop,1755,Parr Ave,,,Dyersburg,TN,Dyer County,38024,US,Statewide
"589 E College St, Jackson, TN 38301",35.616277,-88.809215,1,rooftop,589,College St E,,,Jackson,TN,Madison County,38301,US,Statewide
"266 Joule St, Alcoa, TN 37701",35.767403,-83.977962,1,rooftop,266,Joule St,,,Alcoa,TN,Blount County,37701,US,Blount
"2500 Jacksboro Pike, Suite 6, Jacksboro, TN 37757",36.341835,-84.169324,1,rooftop,2500,Jacksboro Pike,Ste,6,Jacksboro,TN,Campbell County,37757,US,Statewide
"342 Frey St, Ashland City, TN 37015",36.296093,-87.049811,1,range_interpolation,342,Frey St,,,Ashland City,TN,Cheatham County,37015,US,TIGER/Line® dataset from the US Census Bureau
"209 Irish Cemetery Road, Tazewell, TN 37879",36.451803,-83.572298,1,rooftop,209,Irish Cemetery Rd,,,Tazewell,TN,Claiborne County,37879,US,Statewide
"90 Yum Yum Road, Somerville, TN 38068",35.288953,-89.3649,1,rooftop,90,Yum Yum Rd,,,Somerville,TN,Fayette County,38068,US,Statewide
"240 Colonial Circle, Suite A, Jamestown, TN 38556",36.423572,-84.930236,0.9,range_interpolation,240,Colonial Cir,Ste,A,Jamestown,TN,Fentress County,38556,US,TIGER/Line® dataset from the US Census Bureau
"2491 Murfreesboro Pike, Nashville, TN 37217",36.079697,-86.645073,1,range_interpolation,2491,Murfreesboro Pike,,,Nashville,TN,Davidson County,37217,US,TIGER/Line® dataset from the US Census Bureau
"266 Joyce Lane, Winchester, TN 37398",35.169491,-86.134385,1,range_interpolation,266,Joyce Ln,,,Winchester,TN,Franklin County,37398,US,TIGER/Line® dataset from the US Census Bureau
"300 Med Tech Pkwy,, Johnson City, TN 37604",36.336588,-82.40247,1,rooftop,300,Med-tech Pkwy,,,Johnson City,TN,Washington County,37604,US,City of Johnson City
"149 N 12th Avenue, Humboldt, TN 38343",35.820616,-88.919,1,range_interpolation,149,N 12th Ave,,,Humboldt,TN,Gibson County,38343,US,TIGER/Line® dataset from the US Census Bureau
"6501 Telecom Drive, Milan, TN 38358",35.90437,-88.757214,1,range_interpolation,6501,Telecom Dr,,,Milan,TN,Gibson County,38358,US,TIGER/Line® dataset from the US Census Bureau
"2060 US 45 Bypass, Trenton, TN 38382",35.963061,-88.932231,1,range_interpolation,2060,Us Hwy 45w Byp,,,Trenton,TN,Gibson County,38382,US,TIGER/Line® dataset from the US Census Bureau
"209 South Cedar Lane, Pulaski, TN 38478",35.194899,-87.022168,0.9,range_interpolation,209,S Cedar Ln,,,Pulaski,TN,Giles County,38478,US,TIGER/Line® dataset from the US Census Bureau
"185 Justice Center Drive, Rutledge, TN 37861",36.230696,-83.554826,0.33,place,,,,,Rutledge,TN,Grainger County,37861,US,TIGER/Line® dataset from the US Census Bureau
"810 West Church Street, Greeneville, TN 37743",36.035173,-82.947617,1,range_interpolation,810,W Church St,,,Greeneville,TN,Greene County,37743,US,TIGER/Line® dataset from the US Census Bureau
"1420 Tusculum Blvd, Greeneville, TN 37745",36.172816,-82.793958,1,rooftop,1420,Tusculum Blvd,,,Greeneville,TN,Greene County,37745,US,Statewide
"1372 Main Street, Altamont, TN 37301",35.42672,-85.721725,1,range_interpolation,1372,Main St,,,Altamont,TN,Grundy County,37301,US,TIGER/Line® dataset from the US Census Bureau
"331 West Main Street, Morristown, TN 37814",36.211667,-83.295131,1,rooftop,331,W Main St,,,Morristown,TN,Hamblen County,37814,US,Statewide
"921 E 3rd Street, Chattanooga, TN 37403",35.04885,-85.292586,1,rooftop,921,E 3rd St,,,Chattanooga,TN,Hamilton County,37403,US,City of Chattanooga
"7460 Bonnyshire Dr, Chattanooga, TN 37416",35.07015,-85.161882,1,rooftop,7460,Bonnyshire Dr,,,Chattanooga,TN,Hamilton County,37416,US,City of Chattanooga
"178 Willow Street, Sneedville, TN 37869",36.504977,-83.279378,0.4,range_interpolation,178,Willow Ln,,,Sneedville,TN,Hancock County,37869,US,TIGER/Line® dataset from the US Census Bureau
"10825 Old Highway 64, Bolivar, TN 38008",35.277072,-89.02168,0.6,street_center,,State Rte 15,,,Bolivar,TN,Hardeman County,38008,US,TIGER/Line® dataset from the US Census Bureau
"1920 Pickwick Street, Savannah, TN 38372",35.200411,-88.247839,0.72,nearest_rooftop_match,1870,Pickwick St,,,Savannah,TN,Hardin County,38372,US,Statewide
"169 Westmoreland St, Harrogate, TN 37752",36.580893,-83.65376,1,rooftop,169,Westmoreland St,,,Harrogate,TN,Claiborne County,37752,US,Statewide
"247 Silver Lake Road, Church Hill, TN 37642",36.526007,-82.686363,1,range_interpolation,247,Silver Lake Rd,,,Church Hill,TN,Hawkins County,37642,US,TIGER/Line® dataset from the US Census Bureau
"201 Park Boulevard, Rogersville, TN 37857",36.416109,-82.992969,1,rooftop,201,Park Blvd,,,Rogersville,TN,Hawkins County,37857,US,Statewide
"851 Locust St, Rogersville, TN 37857",36.399931,-83.012934,1,range_interpolation,851,Locust St,,,Rogersville,TN,Hawkins County,37857,US,TIGER/Line® dataset from the US Census Bureau
"950 East Main Street, Brownsville, TN 38012",35.5934,-89.252127,1,range_interpolation,950,E Main St,,,Brownsville,TN,Haywood County,38012,US,TIGER/Line® dataset from the US Census Bureau
"90 Rush Street, Lexington, TN 38351",35.629243,-88.408675,1,rooftop,90,Rush St,,,Lexington,TN,Henderson County,38351,US,Statewide
"803 Joy Street, Paris, TN 38242",36.295847,-88.313013,1,range_interpolation,803,Joy St,,,Paris,TN,Henry County,38242,US,TIGER/Line® dataset from the US Census Bureau
"111 Murphree Avenue, Centerville, TN 37033",35.778789,-87.464044,1,range_interpolation,111,Murphree Ave,,,Centerville,TN,Hickman County,37033,US,TIGER/Line® dataset from the US Census Bureau
"60 Court Square, Erin, TN 37061",36.318676,-87.693156,1,rooftop,60,Court Sq,,,Erin,TN,Houston County,37061,US,Statewide
"725 Holly Lane, Waverly, TN 37185",36.084668,-87.823332,1,rooftop,725,Holly Ln,,,Waverly,TN,Humphreys County,37185,US,Statewide
"2000 Brookside Dr, Kingsport, TN 37660",36.557126,-82.51734,0.5,range_interpolation,2000,Brookside Ln,,,Kingsport,TN,Sullivan County,37660,US,TIGER/Line® dataset from the US Census Bureau
"600 North Murray Street, Gainsboro, TN 38562",36.366683,-85.655158,0.69,nearest_rooftop_match,615,N Murray St,,,Gainesboro,TN,Jackson County,38562,US,Statewide
"931 Industrial Park Road, Suite 200, Dandridge, TN 37725",36.029538,-83.426253,1,rooftop,931,Industrial Park Rd,Ste,200,Dandridge,TN,Jefferson County,37725,US,Jefferson
"715 West Main Street, Mountain City, TN 37683",36.476553,-81.810589,0.9,range_interpolation,715,W Main St,,,Mountain City,TN,Johnson County,37683,US,TIGER/Line® dataset from the US Census Bureau
"140 Dameron Avenue, Knoxville, TN 37917",35.978188,-83.927917,1,range_interpolation,140,Dameron Ave,,,Knoxville,TN,Knox County,37917,US,TIGER/Line® dataset from the US Census Bureau
"400 State Highway 78 South, Tiptonville, TN 38079",36.371938,-89.467747,0.9,range_interpolation,400,Carl Perkins Pkwy,,,Tiptonville,TN,Lake County,38079,US,TIGER/Line® dataset from the US Census Bureau
"500 Highway 51 South, Ripley, TN 38063",35.762595,-89.545022,0.9,range_interpolation,500,Jefferson Davis Hwy,,,Ripley,TN,Lauderdale County,38063,US,TIGER/Line® dataset from the US Census Bureau
"2379 Buffalo Road, Lawrenceburg, TN 38464",35.273882,-87.340988,0.9,range_interpolation,2379,Buffalo Rd,,,Lawrenceburg,TN,Lawrence County,38464,US,TIGER/Line® dataset from the US Census Bureau
"51 Smith Avenue, Hohenwald, TN 38462",35.551469,-87.553063,1,range_interpolation,51,Smith Ave,,,Hohenwald,TN,Lewis County,38462,US,TIGER/Line® dataset from the US Census Bureau
"1000 Washington Street West, Suite A, Fayetteville, TN 37334",35.155298,-86.580621,1,range_interpolation,1000,Washington St W,Ste,A,Fayetteville,TN,Lincoln County,37334,US,TIGER/Line® dataset from the US Census Bureau
"600 Rayder Avenue, Loudon, TN 37774",35.738092,-84.344062,0.33,place,,,,,Loudon,TN,Loudon County,37774,US,TIGER/Line® dataset from the US Census Bureau
"601 State Highway 52 Bypass East, Lafayette, TN 37083",36.513491,-86.011578,1,range_interpolation,601,State Hwy 52,,,Lafayette,TN,Macon County,37083,US,TIGER/Line® dataset from the US Census Bureau
"24 East 7th Street, Jasper, TN 37347",35.080493,-85.623685,1,rooftop,24,7th St E,,,Jasper,TN,Marion County,37347,US,Statewide
"206 Legion Street, Lewisburg, TN 37091",35.4497,-86.782791,1,rooftop,206,Legion Ave,,,Lewisburg,TN,Marshall County,37091,US,Statewide
"1090 Hampshire Pike, Columbia, TN 38401",35.618105,-87.113986,0.6,street_center,,Hampshire Pike,,,Columbia,TN,Maury County,38401,US,TIGER/Line® dataset from the US Census Bureau
"1218 Trotwood Avenue, Bldg C, Columbia, TN 38401",35.606796,-87.064571,1,range_interpolation,1218,Trotwood Ave,Bldg,C,Columbia,TN,Maury County,38401,US,TIGER/Line® dataset from the US Census Bureau
"2478 Nashville Hwy, Suite A, Columbia, TN 38401",35.70468,-86.977496,1,range_interpolation,2478,Nashville Hwy,Ste,A,Columbia,TN,Maury County,38401,US,TIGER/Line® dataset from the US Census Bureau
"2975 Maynardville Hwy, Maynardville, TN 37807",36.231588,-83.836416,1,range_interpolation,2975,Maynardville Hwy,,,Maynardville,TN,Union County,37807,US,TIGER/Line® dataset from the US Census Bureau
"393 County Road 554, Athens, TN 37303",35.395429,-84.566781,1,rooftop,393,County Rd 554,,,Athens,TN,McMinn County,37303,US,Statewide
"725 East Poplar Avenue, Selmer, TN 38375",35.161422,-88.573895,0.8,rooftop,725,Poplar Ave,,,Selmer,TN,McNairy County,38375,US,Statewide
